#,Заказной код,Параметр:Заказной код:Давление,Параметр:Заказной код:Подсоединение,Параметр:Заказной код:Материал корпуса,Параметр:Заказной код:Размер шкалы,Параметр:Заказной код:Материал мембраны,Параметр:Заказной код:Материал нижней секции мембраны,Параметр:Заказной код:Заполнение глицерином,Параметр:Заказной код:Поверка
,GD-32-S-L-S-4N-63A-60bar-GW,от 0 до 60бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-100bar-GW,от 0 до 100бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-160bar-GW,от 0 до 160бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-250bar-GW,от 0 до 250бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-400bar-GW,от 0 до 400бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-60kPa-GW,от 0 до 60кПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-100kPa-GW,от 0 до 100кПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-160kPa-GW,от 0 до 160кПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-250kPa-GW,от 0 до 250кПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-400kPa-GW,от 0 до 400кПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-600kPa-GW,от 0 до 600кПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-1Mpa-GW,от 0 до 1МПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,"GD-32-S-L-S-4N-63A-1,6MPa-GW",от 0 до 1.6МПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,"GD-32-S-L-S-4N-63A-2,5MPa-GW",от 0 до 2.5МПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-4MPa-GW,от 0 до 4МПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-6MPa-GW,от 0 до 6МПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-10MPa-GW,от 0 до 10МПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-16MPa-GW,от 0 до 16МПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-25MPa-GW,от 0 до 25МПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-40MPa-GW,от 0 до 40МПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-8psi-GW,от 0 до 8psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-15psi-GW,от 0 до 15psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-23psi-GW,от 0 до 23psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-35psi-GW,от 0 до 35psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-60psi-GW,от 0 до 6psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-85psi-GW,от 0 до 85psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-150psi-GW,от 0 до 150psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-230psi-GW,от 0 до 230psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-350psi-GW,от 0 до 350psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-600psi-GW,от 0 до 600psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-850psi-GW,от 0 до 850psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-1500psi-GW,от 0 до 1500psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-2300psi-GW,от 0 до 2300psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-3500psi-GW,от 0 до 3500psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-6000psi-GW,от 0 до 6000psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-V0bar-GW,от -1 до 0бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,"GD-32-S-L-S-4N-63A-V0,6bar-GW",от -1 до 0.6бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,"GD-32-S-L-S-4N-63A-V1,5bar-GW",от -1 до 1.5бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-V3bar-GW,от -1 до 3бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-V5bar-GW,от -1 до 5бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-V9bar-GW,от -1 до 9бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-V15bar-GW,от -1 до 15бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-V24bar-GW,от -1 до 24бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-V0kPa-GW,от -100 до 0КПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-V60kPa-GW,от -100 до 60КПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-V150kPa-GW,от -100 до 150КПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-V300kPa-GW,от -100 до 300КПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-V500kPa-GW,от -100 до 500КПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,"GD-32-S-L-S-4N-63A-V0,9MPa-GW",от -0.1 до 0.9МПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,"GD-32-S-L-S-4N-63A-V1,5MPa-GW",от -0.1 до 1.5МПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,"GD-32-S-L-S-4N-63A-V2,4MPa-GW",от -0.1 до 2.4МПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-V0psi-GW,от -14.5 до 0psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-V8psi-GW,от -14.5 до 8psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-V20psi-GW,от -14.5 до 20psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-V40psi-GW,от -14.5 до 40psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-V70psi-GW,от -14.5 до 70psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-V130psi-GW,от -14.5 до 130psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-V200psi-GW,от -14.5 до 200psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,GD-32-S-L-S-4N-63A-V350psi-GW,от -14.5 до 350psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,нет
,"GD-32-S-L-S-4N-63A-0,6bar-VE-GW",от 0 до 0.6бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-1bar-VE-GW,от 0 до 1бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-4N-63A-1,6bar-VE-GW",от 0 до 1.6бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-4N-63A-2,5bar-VE-GW",от 0 до 2.5бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-4bar-VE-GW,от 0 до 4бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-6bar-VE-GW,от 0 до 6бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-10bar-VE-GW,от 0 до 10бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-16bar-VE-GW,от 0 до 16бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-25bar-VE-GW,от 0 до 25бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-40bar-VE-GW,от 0 до 40бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-60bar-VE-GW,от 0 до 60бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-100bar-VE-GW,от 0 до 100бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-160bar-VE-GW,от 0 до 160бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-250bar-VE-GW,от 0 до 250бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-400bar-VE-GW,от 0 до 400бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-60kPa-VE-GW,от 0 до 60кПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-100kPa-VE-GW,от 0 до 100кПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-160kPa-VE-GW,от 0 до 160кПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-250kPa-VE-GW,от 0 до 250кПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-400kPa-VE-GW,от 0 до 400кПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-600kPa-VE-GW,от 0 до 600кПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-1Mpa-VE-GW,от 0 до 1МПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-4N-63A-1,6MPa-VE-GW",от 0 до 1.6МПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-4N-63A-2,5MPa-VE-GW",от 0 до 2.5МПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-4MPa-VE-GW,от 0 до 4МПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-6MPa-VE-GW,от 0 до 6МПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-10MPa-VE-GW,от 0 до 10МПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-16MPa-VE-GW,от 0 до 16МПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-25MPa-VE-GW,от 0 до 25МПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-40MPa-VE-GW,от 0 до 40МПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-8psi-VE-GW,от 0 до 8psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-15psi-VE-GW,от 0 до 15psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-23psi-VE-GW,от 0 до 23psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-35psi-VE-GW,от 0 до 35psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-60psi-VE-GW,от 0 до 6psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-85psi-VE-GW,от 0 до 85psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-150psi-VE-GW,от 0 до 150psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-230psi-VE-GW,от 0 до 230psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-350psi-VE-GW,от 0 до 350psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-600psi-VE-GW,от 0 до 600psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-850psi-VE-GW,от 0 до 850psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-1500psi-VE-GW,от 0 до 1500psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-2300psi-VE-GW,от 0 до 2300psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-3500psi-VE-GW,от 0 до 3500psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-6000psi-VE-GW,от 0 до 6000psi,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-V0bar-VE-GW,от -1 до 0бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-4N-63A-V0,6bar-VE-GW",от -1 до 0.6бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,"GD-32-S-L-S-4N-63A-V1,5bar-VE-GW",от -1 до 1.5бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-V3bar-VE-GW,от -1 до 3бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-V5bar-VE-GW,от -1 до 5бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-V9bar-VE-GW,от -1 до 9бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-V15bar-VE-GW,от -1 до 15бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-V24bar-VE-GW,от -1 до 24бар,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-V0kPa-VE-GW,от -100 до 0КПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-V60kPa-VE-GW,от -100 до 60КПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-V150kPa-VE-GW,от -100 до 150КПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
,GD-32-S-L-S-4N-63A-V300kPa-VE-GW,от -100 до 300КПа,NPT 1/4,Нержавеющая сталь,63мм,AISI 316L нерж.сталь,AISI 316 нерж.сталь,да,да
