"#","Код","Параметр:Код:Давление","Параметр:Код:Подсоединение","Параметр:Код:Размер шкалы","Параметр:Код:Поверка","Параметр:Код:Конфигурация"
,"G40-C-20M-150B-V600mbar-VE","от -600 до 0мбар","M20x1.5","150мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-20M-150B-V400mbar-VE","от -400 до 0мбар","M20x1.5","150мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-20M-150B-V250mbar-VE","от -250 до 0мбар","M20x1.5","150мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-20M-150B-V160mbar-VE","от -160 до 0мбар","M20x1.5","150мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-20M-150B-V100mbar-VE","от -100 до 0мбар","M20x1.5","150мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-20M-150B-V60mbar-VE","от -60 до 0мбар","M20x1.5","150мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-20M-150B-V25mbar-VE","от -25 до 0мбар","M20x1.5","150мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-20M-150B-V16mbar-VE","от -16 до 0мбар","M20x1.5","150мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-63A-V60kPa-VE","от -60 до 0кПа","G 1/2","63мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-63A-V40kPa-VE","от -40 до 0кПа","G 1/2","63мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-63A-V25kPa-VE","от -25 до 0кПа","G 1/2","63мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-63A-V16kPa-VE","от -16 до 0кПа","G 1/2","63мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-63A-V10kPa-VE","от -10 до 0кПа","G 1/2","63мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-63A-V6kPa-VE","от -6 до 0кПа","G 1/2","63мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-63A-V2.5kPa-VE","от -2.5 до 0кПа","G 1/2","63мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-63A-V1.6kPa-VE","от -1.6 до 0кПа","G 1/2","63мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-100A-V60kPa-VE","от -60 до 0кПа","G 1/2","100мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-100A-V40kPa-VE","от -40 до 0кПа","G 1/2","100мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-100A-V25kPa-VE","от -25 до 0кПа","G 1/2","100мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-100A-V16kPa-VE","от -16 до 0кПа","G 1/2","100мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-100A-V10kPa-VE","от -10 до 0кПа","G 1/2","100мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-100A-V6kPa-VE","от -6 до 0кПа","G 1/2","100мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-100A-V2.5kPa-VE","от -2.5 до 0кПа","G 1/2","100мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-100A-V1.6kPa-VE","от -1.6 до 0кПа","G 1/2","100мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-150A-V60kPa-VE","от -60 до 0кПа","G 1/2","150мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-150A-V40kPa-VE","от -40 до 0кПа","G 1/2","150мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-150A-V25kPa-VE","от -25 до 0кПа","G 1/2","150мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-150A-V16kPa-VE","от -16 до 0кПа","G 1/2","150мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-150A-V10kPa-VE","от -10 до 0кПа","G 1/2","150мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-150A-V6kPa-VE","от -6 до 0кПа","G 1/2","150мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-150A-V2.5kPa-VE","от -2.5 до 0кПа","G 1/2","150мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-150A-V1.6kPa-VE","от -1.6 до 0кПа","G 1/2","150мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8G-63B-V60kPa-VE","от -60 до 0кПа","G 1/2","63мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-63B-V40kPa-VE","от -40 до 0кПа","G 1/2","63мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-63B-V25kPa-VE","от -25 до 0кПа","G 1/2","63мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-63B-V16kPa-VE","от -16 до 0кПа","G 1/2","63мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-63B-V10kPa-VE","от -10 до 0кПа","G 1/2","63мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-63B-V6kPa-VE","от -6 до 0кПа","G 1/2","63мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-63B-V2.5kPa-VE","от -2.5 до 0кПа","G 1/2","63мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-63B-V1.6kPa-VE","от -1.6 до 0кПа","G 1/2","63мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-100B-V60kPa-VE","от -60 до 0кПа","G 1/2","100мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-100B-V40kPa-VE","от -40 до 0кПа","G 1/2","100мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-100B-V25kPa-VE","от -25 до 0кПа","G 1/2","100мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-100B-V16kPa-VE","от -16 до 0кПа","G 1/2","100мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-100B-V10kPa-VE","от -10 до 0кПа","G 1/2","100мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-100B-V6kPa-VE","от -6 до 0кПа","G 1/2","100мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-100B-V2.5kPa-VE","от -2.5 до 0кПа","G 1/2","100мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-100B-V1.6kPa-VE","от -1.6 до 0кПа","G 1/2","100мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-150B-V60kPa-VE","от -60 до 0кПа","G 1/2","150мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-150B-V40kPa-VE","от -40 до 0кПа","G 1/2","150мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-150B-V25kPa-VE","от -25 до 0кПа","G 1/2","150мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-150B-V16kPa-VE","от -16 до 0кПа","G 1/2","150мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-150B-V10kPa-VE","от -10 до 0кПа","G 1/2","150мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-150B-V6kPa-VE","от -6 до 0кПа","G 1/2","150мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-150B-V2.5kPa-VE","от -2.5 до 0кПа","G 1/2","150мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8G-150B-V1.6kPa-VE","от -1.6 до 0кПа","G 1/2","150мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8N-63A-V60kPa-VE","от -60 до 0кПа","NPT 1/2","63мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-63A-V40kPa-VE","от -40 до 0кПа","NPT 1/2","63мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-63A-V25kPa-VE","от -25 до 0кПа","NPT 1/2","63мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-63A-V16kPa-VE","от -16 до 0кПа","NPT 1/2","63мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-63A-V10kPa-VE","от -10 до 0кПа","NPT 1/2","63мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-63A-V6kPa-VE","от -6 до 0кПа","NPT 1/2","63мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-63A-V2.5kPa-VE","от -2.5 до 0кПа","NPT 1/2","63мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-63A-V1.6kPa-VE","от -1.6 до 0кПа","NPT 1/2","63мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-100A-V60kPa-VE","от -60 до 0кПа","NPT 1/2","100мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-100A-V40kPa-VE","от -40 до 0кПа","NPT 1/2","100мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-100A-V25kPa-VE","от -25 до 0кПа","NPT 1/2","100мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-100A-V16kPa-VE","от -16 до 0кПа","NPT 1/2","100мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-100A-V10kPa-VE","от -10 до 0кПа","NPT 1/2","100мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-100A-V6kPa-VE","от -6 до 0кПа","NPT 1/2","100мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-100A-V2.5kPa-VE","от -2.5 до 0кПа","NPT 1/2","100мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-100A-V1.6kPa-VE","от -1.6 до 0кПа","NPT 1/2","100мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-150A-V60kPa-VE","от -60 до 0кПа","NPT 1/2","150мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-150A-V40kPa-VE","от -40 до 0кПа","NPT 1/2","150мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-150A-V25kPa-VE","от -25 до 0кПа","NPT 1/2","150мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-150A-V16kPa-VE","от -16 до 0кПа","NPT 1/2","150мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-150A-V10kPa-VE","от -10 до 0кПа","NPT 1/2","150мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-150A-V6kPa-VE","от -6 до 0кПа","NPT 1/2","150мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-150A-V2.5kPa-VE","от -2.5 до 0кПа","NPT 1/2","150мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-150A-V1.6kPa-VE","от -1.6 до 0кПа","NPT 1/2","150мм","да","A-подсоединение снизу<br><img src=assets/inventory/g40-A.png>"
,"G40-C-8N-63B-V60kPa-VE","от -60 до 0кПа","NPT 1/2","63мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8N-63B-V40kPa-VE","от -40 до 0кПа","NPT 1/2","63мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8N-63B-V25kPa-VE","от -25 до 0кПа","NPT 1/2","63мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8N-63B-V16kPa-VE","от -16 до 0кПа","NPT 1/2","63мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8N-63B-V10kPa-VE","от -10 до 0кПа","NPT 1/2","63мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8N-63B-V6kPa-VE","от -6 до 0кПа","NPT 1/2","63мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8N-63B-V2.5kPa-VE","от -2.5 до 0кПа","NPT 1/2","63мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8N-63B-V1.6kPa-VE","от -1.6 до 0кПа","NPT 1/2","63мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8N-100B-V60kPa-VE","от -60 до 0кПа","NPT 1/2","100мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
,"G40-C-8N-100B-V40kPa-VE","от -40 до 0кПа","NPT 1/2","100мм","да","B-подсоединение сзади по центру<br><img src=assets/inventory/g40-B.png>"
