"#","Код","Параметр:Код:Давление","Параметр:Код:Подсоединение","Параметр:Код:Размер шкалы","Параметр:Код:Поверка","Параметр:Код:Конфигурация"
,"G10-C-4G-63U-1MPa-VE","от 0 до 1МПа","G 1/4","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4G-63U-1,6MPa-VE","от 0 до 1.6МПа","G 1/4","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4G-63U-2,5MPa-VE","от 0 до 2.5МПа","G 1/4","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4G-63U-4MPa-VE","от 0 до 4МПа","G 1/4","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4G-63U-6MPa-VE","от 0 до 6МПа","G 1/4","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4G-63U-10MPa-VE","от 0 до 10МПа","G 1/4","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4G-63U-16MPa-VE","от 0 до 16МПа","G 1/4","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4G-63U-25MPa-VE","от 0 до 25МПа","G 1/4","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4G-63U-40MPa-VE","от 0 до 40МПа","G 1/4","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8G-100U-60kPa-VE","от 0 до 60кПа","G 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8G-100U-100kPa-VE","от 0 до 100кПа","G 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8G-100U-160kPa-VE","от 0 до 160кПа","G 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8G-100U-250kPa-VE","от 0 до 250кПа","G 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8G-100U-400kPa-VE","от 0 до 400кПа","G 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8G-100U-600kPa-VE","от 0 до 600кПа","G 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8G-100U-1MPa-VE","от 0 до 1МПа","G 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8G-100U-1,6MPa-VE","от 0 до 1.6МПа","G 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8G-100U-2,5MPa-VE","от 0 до 2.5МПа","G 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8G-100U-4MPa-VE","от 0 до 4МПа","G 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8G-100U-6MPa-VE","от 0 до 6МПа","G 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8G-100U-10MPa-VE","от 0 до 10МПа","G 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8G-100U-16MPa-VE","от 0 до 16МПа","G 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8G-100U-25MPa-VE","от 0 до 25МПа","G 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8G-100U-40MPa-VE","от 0 до 40МПа","G 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-10M-40U-60kPa-VE","от 0 до 60кПа","M10x1","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-10M-40U-100kPa-VE","от 0 до 100кПа","M10x1","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-10M-40U-160kPa-VE","от 0 до 160кПа","M10x1","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-10M-40U-250kPa-VE","от 0 до 250кПа","M10x1","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-10M-40U-400kPa-VE","от 0 до 400кПа","M10x1","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-10M-40U-600kPa-VE","от 0 до 600кПа","M10x1","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-10M-40U-1MPa-VE","от 0 до 1МПа","M10x1","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-10M-40U-1,6MPa-VE","от 0 до 1.6МПа","M10x1","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-10M-40U-2,5MPa-VE","от 0 до 2.5МПа","M10x1","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-10M-40U-4MPa-VE","от 0 до 4МПа","M10x1","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-10M-40U-6MPa-VE","от 0 до 6МПа","M10x1","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-10M-40U-10MPa-VE","от 0 до 10МПа","M10x1","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-10M-40U-16MPa-VE","от 0 до 16МПа","M10x1","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-10M-40U-25MPa-VE","от 0 до 25МПа","M10x1","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-10M-40U-40MPa-VE","от 0 до 40МПа","M10x1","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-50U-60kPa-VE","от 0 до 60кПа","M12x1.5","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-50U-100kPa-VE","от 0 до 100кПа","M12x1.5","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-50U-160kPa-VE","от 0 до 160кПа","M12x1.5","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-50U-250kPa-VE","от 0 до 250кПа","M12x1.5","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-50U-400kPa-VE","от 0 до 400кПа","M12x1.5","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-50U-600kPa-VE","от 0 до 600кПа","M12x1.5","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-50U-1MPa-VE","от 0 до 1МПа","M12x1.5","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-50U-1,6MPa-VE","от 0 до 1.6МПа","M12x1.5","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-50U-2,5MPa-VE","от 0 до 2.5МПа","M12x1.5","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-50U-4MPa-VE","от 0 до 4МПа","M12x1.5","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-50U-6MPa-VE","от 0 до 6МПа","M12x1.5","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-50U-10MPa-VE","от 0 до 10МПа","M12x1.5","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-50U-16MPa-VE","от 0 до 16МПа","M12x1.5","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-50U-25MPa-VE","от 0 до 25МПа","M12x1.5","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-50U-40MPa-VE","от 0 до 40МПа","M12x1.5","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-63U-60kPa-VE","от 0 до 60кПа","M12x1.5","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-63U-100kPa-VE","от 0 до 100кПа","M12x1.5","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-63U-160kPa-VE","от 0 до 160кПа","M12x1.5","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-63U-250kPa-VE","от 0 до 250кПа","M12x1.5","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-63U-400kPa-VE","от 0 до 400кПа","M12x1.5","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-63U-600kPa-VE","от 0 до 600кПа","M12x1.5","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-63U-1MPa-VE","от 0 до 1МПа","M12x1.5","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-63U-1,6MPa-VE","от 0 до 1.6МПа","M12x1.5","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-63U-2,5MPa-VE","от 0 до 2.5МПа","M12x1.5","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-63U-4MPa-VE","от 0 до 4МПа","M12x1.5","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-63U-6MPa-VE","от 0 до 6МПа","M12x1.5","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-63U-10MPa-VE","от 0 до 10МПа","M12x1.5","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-63U-16MPa-VE","от 0 до 16МПа","M12x1.5","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-63U-25MPa-VE","от 0 до 25МПа","M12x1.5","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-12M-63U-40MPa-VE","от 0 до 40МПа","M12x1.5","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-20M-100U-60kPa-VE","от 0 до 60кПа","M20x1.5","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-20M-100U-100kPa-VE","от 0 до 100кПа","M20x1.5","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-20M-100U-160kPa-VE","от 0 до 160кПа","M20x1.5","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-20M-100U-250kPa-VE","от 0 до 250кПа","M20x1.5","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-20M-100U-400kPa-VE","от 0 до 400кПа","M20x1.5","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-20M-100U-600kPa-VE","от 0 до 600кПа","M20x1.5","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-20M-100U-1MPa-VE","от 0 до 1МПа","M20x1.5","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-20M-100U-1,6MPa-VE","от 0 до 1.6МПа","M20x1.5","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-20M-100U-2,5MPa-VE","от 0 до 2.5МПа","M20x1.5","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-20M-100U-4MPa-VE","от 0 до 4МПа","M20x1.5","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-20M-100U-6MPa-VE","от 0 до 6МПа","M20x1.5","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-20M-100U-10MPa-VE","от 0 до 10МПа","M20x1.5","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-20M-100U-16MPa-VE","от 0 до 16МПа","M20x1.5","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-20M-100U-25MPa-VE","от 0 до 25МПа","M20x1.5","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-20M-100U-40MPa-VE","от 0 до 40МПа","M20x1.5","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-2N-40U-60kPa-VE","от 0 до 60кПа","NPT 1/8","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-2N-40U-100kPa-VE","от 0 до 100кПа","NPT 1/8","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-2N-40U-160kPa-VE","от 0 до 160кПа","NPT 1/8","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-2N-40U-250kPa-VE","от 0 до 250кПа","NPT 1/8","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-2N-40U-400kPa-VE","от 0 до 400кПа","NPT 1/8","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-2N-40U-600kPa-VE","от 0 до 600кПа","NPT 1/8","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-2N-40U-1MPa-VE","от 0 до 1МПа","NPT 1/8","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-2N-40U-1,6MPa-VE","от 0 до 1.6МПа","NPT 1/8","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-2N-40U-2,5MPa-VE","от 0 до 2.5МПа","NPT 1/8","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-2N-40U-4MPa-VE","от 0 до 4МПа","NPT 1/8","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-2N-40U-6MPa-VE","от 0 до 6МПа","NPT 1/8","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-2N-40U-10MPa-VE","от 0 до 10МПа","NPT 1/8","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-2N-40U-16MPa-VE","от 0 до 16МПа","NPT 1/8","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-2N-40U-25MPa-VE","от 0 до 25МПа","NPT 1/8","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-2N-40U-40MPa-VE","от 0 до 40МПа","NPT 1/8","40мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-50U-60kPa-VE","от 0 до 60кПа","NPT 1/4","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-50U-100kPa-VE","от 0 до 100кПа","NPT 1/4","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-50U-160kPa-VE","от 0 до 160кПа","NPT 1/4","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-50U-250kPa-VE","от 0 до 250кПа","NPT 1/4","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-50U-400kPa-VE","от 0 до 400кПа","NPT 1/4","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-50U-600kPa-VE","от 0 до 600кПа","NPT 1/4","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-50U-1MPa-VE","от 0 до 1МПа","NPT 1/4","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-50U-1,6MPa-VE","от 0 до 1.6МПа","NPT 1/4","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-50U-2,5MPa-VE","от 0 до 2.5МПа","NPT 1/4","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-50U-4MPa-VE","от 0 до 4МПа","NPT 1/4","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-50U-6MPa-VE","от 0 до 6МПа","NPT 1/4","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-50U-10MPa-VE","от 0 до 10МПа","NPT 1/4","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-50U-16MPa-VE","от 0 до 16МПа","NPT 1/4","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-50U-25MPa-VE","от 0 до 25МПа","NPT 1/4","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-50U-40MPa-VE","от 0 до 40МПа","NPT 1/4","50мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-63U-60kPa-VE","от 0 до 60кПа","NPT 1/4","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-63U-100kPa-VE","от 0 до 100кПа","NPT 1/4","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-63U-160kPa-VE","от 0 до 160кПа","NPT 1/4","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-63U-250kPa-VE","от 0 до 250кПа","NPT 1/4","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-63U-400kPa-VE","от 0 до 400кПа","NPT 1/4","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-63U-600kPa-VE","от 0 до 600кПа","NPT 1/4","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-63U-1MPa-VE","от 0 до 1МПа","NPT 1/4","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-63U-1,6MPa-VE","от 0 до 1.6МПа","NPT 1/4","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-63U-2,5MPa-VE","от 0 до 2.5МПа","NPT 1/4","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-63U-4MPa-VE","от 0 до 4МПа","NPT 1/4","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-63U-6MPa-VE","от 0 до 6МПа","NPT 1/4","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-63U-10MPa-VE","от 0 до 10МПа","NPT 1/4","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-63U-16MPa-VE","от 0 до 16МПа","NPT 1/4","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-63U-25MPa-VE","от 0 до 25МПа","NPT 1/4","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-4N-63U-40MPa-VE","от 0 до 40МПа","NPT 1/4","63мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8N-100U-60kPa-VE","от 0 до 60кПа","NPT 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8N-100U-100kPa-VE","от 0 до 100кПа","NPT 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8N-100U-160kPa-VE","от 0 до 160кПа","NPT 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8N-100U-250kPa-VE","от 0 до 250кПа","NPT 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8N-100U-400kPa-VE","от 0 до 400кПа","NPT 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8N-100U-600kPa-VE","от 0 до 600кПа","NPT 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8N-100U-1MPa-VE","от 0 до 1МПа","NPT 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8N-100U-1,6MPa-VE","от 0 до 1.6МПа","NPT 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8N-100U-2,5MPa-VE","от 0 до 2.5МПа","NPT 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8N-100U-4MPa-VE","от 0 до 4МПа","NPT 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8N-100U-6MPa-VE","от 0 до 6МПа","NPT 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8N-100U-10MPa-VE","от 0 до 10МПа","NPT 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8N-100U-16MPa-VE","от 0 до 16МПа","NPT 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8N-100U-25MPa-VE","от 0 до 25МПа","NPT 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-8N-100U-40MPa-VE","от 0 до 40МПа","NPT 1/2","100мм","да","<img src=assets/inventory/U.png>"
,"G10-C-2G-40R-60kPa-VE","от 0 до 60кПа","G 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2G-40R-100kPa-VE","от 0 до 100кПа","G 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2G-40R-160kPa-VE","от 0 до 160кПа","G 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2G-40R-250kPa-VE","от 0 до 250кПа","G 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2G-40R-400kPa-VE","от 0 до 400кПа","G 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2G-40R-600kPa-VE","от 0 до 600кПа","G 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2G-40R-1MPa-VE","от 0 до 1МПа","G 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2G-40R-1,6MPa-VE","от 0 до 1.6МПа","G 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2G-40R-2,5MPa-VE","от 0 до 2.5МПа","G 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2G-40R-4MPa-VE","от 0 до 4МПа","G 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2G-40R-6MPa-VE","от 0 до 6МПа","G 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2G-40R-10MPa-VE","от 0 до 10МПа","G 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2G-40R-16MPa-VE","от 0 до 16МПа","G 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2G-40R-25MPa-VE","от 0 до 25МПа","G 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-2G-40R-40MPa-VE","от 0 до 40МПа","G 1/8","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-50R-60kPa-VE","от 0 до 60кПа","G 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-50R-100kPa-VE","от 0 до 100кПа","G 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-50R-160kPa-VE","от 0 до 160кПа","G 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-50R-250kPa-VE","от 0 до 250кПа","G 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-50R-400kPa-VE","от 0 до 400кПа","G 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-50R-600kPa-VE","от 0 до 600кПа","G 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-50R-1MPa-VE","от 0 до 1МПа","G 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-50R-1,6MPa-VE","от 0 до 1.6МПа","G 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-50R-2,5MPa-VE","от 0 до 2.5МПа","G 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-50R-4MPa-VE","от 0 до 4МПа","G 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-50R-6MPa-VE","от 0 до 6МПа","G 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-50R-10MPa-VE","от 0 до 10МПа","G 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-50R-16MPa-VE","от 0 до 16МПа","G 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-50R-25MPa-VE","от 0 до 25МПа","G 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-50R-40MPa-VE","от 0 до 40МПа","G 1/4","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-63R-60kPa-VE","от 0 до 60кПа","G 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-63R-100kPa-VE","от 0 до 100кПа","G 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-63R-160kPa-VE","от 0 до 160кПа","G 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-63R-250kPa-VE","от 0 до 250кПа","G 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-63R-400kPa-VE","от 0 до 400кПа","G 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-63R-600kPa-VE","от 0 до 600кПа","G 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-63R-1MPa-VE","от 0 до 1МПа","G 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-63R-1,6MPa-VE","от 0 до 1.6МПа","G 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-63R-2,5MPa-VE","от 0 до 2.5МПа","G 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-63R-4MPa-VE","от 0 до 4МПа","G 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-63R-6MPa-VE","от 0 до 6МПа","G 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-63R-10MPa-VE","от 0 до 10МПа","G 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-63R-16MPa-VE","от 0 до 16МПа","G 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-63R-25MPa-VE","от 0 до 25МПа","G 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-4G-63R-40MPa-VE","от 0 до 40МПа","G 1/4","63мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8G-100R-60kPa-VE","от 0 до 60кПа","G 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8G-100R-100kPa-VE","от 0 до 100кПа","G 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8G-100R-160kPa-VE","от 0 до 160кПа","G 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8G-100R-250kPa-VE","от 0 до 250кПа","G 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8G-100R-400kPa-VE","от 0 до 400кПа","G 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8G-100R-600kPa-VE","от 0 до 600кПа","G 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8G-100R-1MPa-VE","от 0 до 1МПа","G 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8G-100R-1,6MPa-VE","от 0 до 1.6МПа","G 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8G-100R-2,5MPa-VE","от 0 до 2.5МПа","G 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8G-100R-4MPa-VE","от 0 до 4МПа","G 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8G-100R-6MPa-VE","от 0 до 6МПа","G 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8G-100R-10MPa-VE","от 0 до 10МПа","G 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8G-100R-16MPa-VE","от 0 до 16МПа","G 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8G-100R-25MPa-VE","от 0 до 25МПа","G 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-8G-100R-40MPa-VE","от 0 до 40МПа","G 1/2","100мм","да","<img src=assets/inventory/R.png>"
,"G10-C-10M-40R-60kPa-VE","от 0 до 60кПа","M10x1","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-10M-40R-100kPa-VE","от 0 до 100кПа","M10x1","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-10M-40R-160kPa-VE","от 0 до 160кПа","M10x1","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-10M-40R-250kPa-VE","от 0 до 250кПа","M10x1","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-10M-40R-400kPa-VE","от 0 до 400кПа","M10x1","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-10M-40R-600kPa-VE","от 0 до 600кПа","M10x1","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-10M-40R-1MPa-VE","от 0 до 1МПа","M10x1","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-10M-40R-1,6MPa-VE","от 0 до 1.6МПа","M10x1","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-10M-40R-2,5MPa-VE","от 0 до 2.5МПа","M10x1","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-10M-40R-4MPa-VE","от 0 до 4МПа","M10x1","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-10M-40R-6MPa-VE","от 0 до 6МПа","M10x1","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-10M-40R-10MPa-VE","от 0 до 10МПа","M10x1","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-10M-40R-16MPa-VE","от 0 до 16МПа","M10x1","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-10M-40R-25MPa-VE","от 0 до 25МПа","M10x1","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-10M-40R-40MPa-VE","от 0 до 40МПа","M10x1","40мм","да","<img src=assets/inventory/R.png>"
,"G10-C-12M-50R-60kPa-VE","от 0 до 60кПа","M12x1.5","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-12M-50R-100kPa-VE","от 0 до 100кПа","M12x1.5","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-12M-50R-160kPa-VE","от 0 до 160кПа","M12x1.5","50мм","да","<img src=assets/inventory/R.png>"
,"G10-C-12M-50R-250kPa-VE","от 0 до 250кПа","M12x1.5","50мм","да","<img src=assets/inventory/R.png>"
